whonet_code,organism_name,snomed_code,kingdom,genus,species
2464,Salmonella,404485005,Bacteria,Salmonella,
2464,Salmonella,404493005,Bacteria,Salmonella,
2464,Salmonella,404562006,Bacteria,Salmonella,
2464,Salmonella,404591009,Bacteria,Salmonella,
2464,Salmonella,398400008,Bacteria,Salmonella,
2464,Salmonella,398516008,Bacteria,Salmonella,
2464,Salmonella,398357002,Bacteria,Salmonella,
2464,Salmonella,398539002,Bacteria,Salmonella,
2464,Salmonella,398439004,Bacteria,Salmonella,
2464,Salmonella,398470007,Bacteria,Salmonella,
2464,Salmonella,398389006,Bacteria,Salmonella,
2464,Salmonella,404401004,Bacteria,Salmonella,
2464,Salmonella,398618004,Bacteria,Salmonella,
2464,Salmonella,398477005,Bacteria,Salmonella,
2464,Salmonella,398347003,Bacteria,Salmonella,
2464,Salmonella,404279001,Bacteria,Salmonella,
2464,Salmonella,404298004,Bacteria,Salmonella,
2464,Salmonella,404314004,Bacteria,Salmonella,
2464,Salmonella,404336001,Bacteria,Salmonella,
2464,Salmonella,404345000,Bacteria,Salmonella,
2464,Salmonella,404370000,Bacteria,Salmonella,
2464,Salmonella,404398002,Bacteria,Salmonella,
2464,Salmonella,404417005,Bacteria,Salmonella,
2464,Salmonella,404434002,Bacteria,Salmonella,
2464,Salmonella,404456004,Bacteria,Salmonella,
2464,Salmonella,404471000,Bacteria,Salmonella,
2464,Salmonella,404494004,Bacteria,Salmonella,
2464,Salmonella,404563001,Bacteria,Salmonella,
2464,Salmonella,404592002,Bacteria,Salmonella,
2464,Salmonella,398377009,Bacteria,Salmonella,
2464,Salmonella,398566002,Bacteria,Salmonella,
2464,Salmonella,398544009,Bacteria,Salmonella,
2464,Salmonella,398343004,Bacteria,Salmonella,
2464,Salmonella,398375001,Bacteria,Salmonella,
2464,Salmonella,398541001,Bacteria,Salmonella,
2464,Salmonella,398509007,Bacteria,Salmonella,
2464,Salmonella,398380005,Bacteria,Salmonella,
2464,Salmonella,398588002,Bacteria,Salmonella,
2464,Salmonella,398564004,Bacteria,Salmonella,
2464,Salmonella,404358004,Bacteria,Salmonella,
2464,Salmonella,404543008,Bacteria,Salmonella,
2464,Salmonella,114744008,Bacteria,Salmonella,
2464,Salmonella,114747001,Bacteria,Salmonella,
2464,Salmonella,114758005,Bacteria,Salmonella,
2464,Salmonella,114797002,Bacteria,Salmonella,
2464,Salmonella,114809004,Bacteria,Salmonella,
2464,Salmonella,114838001,Bacteria,Salmonella,
2464,Salmonella,57887008,Bacteria,Salmonella,
2464,Salmonella,114955003,Bacteria,Salmonella,
2464,Salmonella,114326003,Bacteria,Salmonella,
2464,Salmonella,114342005,Bacteria,Salmonella,
2464,Salmonella,14694000,Bacteria,Salmonella,
2464,Salmonella,114419004,Bacteria,Salmonella,
2464,Salmonella,404261000,Bacteria,Salmonella,
2464,Salmonella,114413003,Bacteria,Salmonella,
2464,Salmonella,404293008,Bacteria,Salmonella,
2464,Salmonella,114639007,Bacteria,Salmonella,
2464,Salmonella,51944002,Bacteria,Salmonella,
2464,Salmonella,114653007,Bacteria,Salmonella,
2464,Salmonella,114664005,Bacteria,Salmonella,
2464,Salmonella,114665006,Bacteria,Salmonella,
2464,Salmonella,114661002,Bacteria,Salmonella,
2464,Salmonella,86585006,Bacteria,Salmonella,
2464,Salmonella,73087009,Bacteria,Salmonella,
2464,Salmonella,78040004,Bacteria,Salmonella,
2464,Salmonella,5837001,Bacteria,Salmonella,
2464,Salmonella,404411006,Bacteria,Salmonella,
2464,Salmonella,114786002,Bacteria,Salmonella,
2464,Salmonella,83952001,Bacteria,Salmonella,
2464,Salmonella,114788001,Bacteria,Salmonella,
2464,Salmonella,31210009,Bacteria,Salmonella,
2464,Salmonella,404466007,Bacteria,Salmonella,
2464,Salmonella,114829003,Bacteria,Salmonella,
2464,Salmonella,114826005,Bacteria,Salmonella,
2464,Salmonella,114827001,Bacteria,Salmonella,
2464,Salmonella,40314007,Bacteria,Salmonella,
2464,Salmonella,114831007,Bacteria,Salmonella,
2464,Salmonella,114841005,Bacteria,Salmonella,
2464,Salmonella,46340008,Bacteria,Salmonella,
2464,Salmonella,404479003,Bacteria,Salmonella,
2464,Salmonella,14528002,Bacteria,Salmonella,
2464,Salmonella,30430002,Bacteria,Salmonella,
2464,Salmonella,114861004,Bacteria,Salmonella,
2464,Salmonella,1621003,Bacteria,Salmonella,
2464,Salmonella,114871002,Bacteria,Salmonella,
2464,Salmonella,114878008,Bacteria,Salmonella,
2464,Salmonella,114885007,Bacteria,Salmonella,
2464,Salmonella,114896004,Bacteria,Salmonella,
2464,Salmonella,26621003,Bacteria,Salmonella,
2464,Salmonella,114892002,Bacteria,Salmonella,
2464,Salmonella,18238001,Bacteria,Salmonella,
2464,Salmonella,114903004,Bacteria,Salmonella,
2464,Salmonella,114905006,Bacteria,Salmonella,
2464,Salmonella,114907003,Bacteria,Salmonella,
2464,Salmonella,114910005,Bacteria,Salmonella,
2464,Salmonella,404623007,Bacteria,Salmonella,
2464,Salmonella,20542002,Bacteria,Salmonella,
2464,Salmonella,114919006,Bacteria,Salmonella,
2464,Salmonella,114925005,Bacteria,Salmonella,
2464,Salmonella,114927002,Bacteria,Salmonella,
2464,Salmonella,398396008,Bacteria,Salmonella,
2464,Salmonella,13998005,Bacteria,Salmonella,
2464,Salmonella,19605006,Bacteria,Salmonella,
2464,Salmonella,66788002,Bacteria,Salmonella,
2464,Salmonella,114504003,Bacteria,Salmonella,
2464,Salmonella,114527006,Bacteria,Salmonella,
2464,Salmonella,114517000,Bacteria,Salmonella,
2464,Salmonella,114519002,Bacteria,Salmonella,
2464,Salmonella,398451002,Bacteria,Salmonella,
2464,Salmonella,398526001,Bacteria,Salmonella,
2464,Salmonella,404280003,Bacteria,Salmonella,
2464,Salmonella,404299007,Bacteria,Salmonella,
2464,Salmonella,404315003,Bacteria,Salmonella,
2464,Salmonella,404371001,Bacteria,Salmonella,
2464,Salmonella,404399005,Bacteria,Salmonella,
2464,Salmonella,404418000,Bacteria,Salmonella,
2464,Salmonella,404435001,Bacteria,Salmonella,
2464,Salmonella,404457008,Bacteria,Salmonella,
2464,Salmonella,404472007,Bacteria,Salmonella,
2464,Salmonella,404486006,Bacteria,Salmonella,
2464,Salmonella,404495003,Bacteria,Salmonella,
2464,Salmonella,404564007,Bacteria,Salmonella,
2464,Salmonella,404593007,Bacteria,Salmonella,
2464,Salmonella,398514006,Bacteria,Salmonella,
2464,Salmonella,66773007,Bacteria,Salmonella,
2464,Salmonella,7963006,Bacteria,Salmonella,
2464,Salmonella,398383007,Bacteria,Salmonella,
2464,Salmonella,398413002,Bacteria,Salmonella,
2464,Salmonella,114358008,Bacteria,Salmonella,
2464,Salmonella,114762004,Bacteria,Salmonella,
2464,Salmonella,114768000,Bacteria,Salmonella,
2464,Salmonella,114362002,Bacteria,Salmonella,
2464,Salmonella,114835003,Bacteria,Salmonella,
2464,Salmonella,114843008,Bacteria,Salmonella,
2464,Salmonella,114879000,Bacteria,Salmonella,
2464,Salmonella,114887004,Bacteria,Salmonella,
2464,Salmonella,114898003,Bacteria,Salmonella,
2464,Salmonella,114899006,Bacteria,Salmonella,
2464,Salmonella,114900001,Bacteria,Salmonella,
2464,Salmonella,114901002,Bacteria,Salmonella,
2464,Salmonella,114902009,Bacteria,Salmonella,
2464,Salmonella,114989002,Bacteria,Salmonella,
2464,Salmonella,114992003,Bacteria,Salmonella,
2464,Salmonella,114999007,Bacteria,Salmonella,
2464,Salmonella,115000007,Bacteria,Salmonella,
2464,Salmonella,115001006,Bacteria,Salmonella,
2464,Salmonella,115002004,Bacteria,Salmonella,
2464,Salmonella,115003009,Bacteria,Salmonella,
2464,Salmonella,398529008,Bacteria,Salmonella,
2464,Salmonella,404400003,Bacteria,Salmonella,
2464,Salmonella,404473002,Bacteria,Salmonella,
2464,Salmonella,404565008,Bacteria,Salmonella,
2464,Salmonella,398341002,Bacteria,Salmonella,
2464,Salmonella,398607004,Bacteria,Salmonella,
2464,Salmonella,398361008,Bacteria,Salmonella,
2464,Salmonella,114375002,Bacteria,Salmonella,
2464,Salmonella,114376001,Bacteria,Salmonella,
2464,Salmonella,114387009,Bacteria,Salmonella,
2464,Salmonella,114315009,Bacteria,Salmonella,
2464,Salmonella,114317001,Bacteria,Salmonella,
2464,Salmonella,114318006,Bacteria,Salmonella,
2464,Salmonella,114772001,Bacteria,Salmonella,
2464,Salmonella,114846000,Bacteria,Salmonella,
2464,Salmonella,114894001,Bacteria,Salmonella,
2464,Salmonella,114915000,Bacteria,Salmonella,
2464,Salmonella,112292005,Bacteria,Salmonella,
2464,Salmonella,398609001,Bacteria,Salmonella,
2464,Salmonella,404419008,Bacteria,Salmonella,
2464,Salmonella,404487002,Bacteria,Salmonella,
2464,Salmonella,404566009,Bacteria,Salmonella,
2464,Salmonella,404594001,Bacteria,Salmonella,
2464,Salmonella,398351001,Bacteria,Salmonella,
2464,Salmonella,398608009,Bacteria,Salmonella,
2465,Salmonella,27268008,Bacteria,Salmonella,
2465,Salmonella,840683006,Bacteria,Salmonella,
2465,Salmonella,417454003,Bacteria,Salmonella,
2465,Salmonella,302702005,Bacteria,Salmonella,
2465,Salmonella,302700002,Bacteria,Salmonella,
2465,Salmonella,398537000,Bacteria,Salmonella,
2465,Salmonella,19374001,Bacteria,Salmonella,
2465,Salmonella,398576004,Bacteria,Salmonella,
2465,Salmonella,398445007,Bacteria,Salmonella,
2465,Salmonella,398511003,Bacteria,Salmonella,
2465,Salmonella,398354009,Bacteria,Salmonella,
2465,Salmonella,404276008,Bacteria,Salmonella,
2465,Salmonella,404295001,Bacteria,Salmonella,
2465,Salmonella,398420009,Bacteria,Salmonella,
2465,Salmonella,404311007,Bacteria,Salmonella,
2465,Salmonella,404334003,Bacteria,Salmonella,
2465,Salmonella,398342009,Bacteria,Salmonella,
2465,Salmonella,404339008,Bacteria,Salmonella,
2465,Salmonella,404342002,Bacteria,Salmonella,
2465,Salmonella,404367004,Bacteria,Salmonella,
2465,Salmonella,404392001,Bacteria,Salmonella,
2465,Salmonella,398567006,Bacteria,Salmonella,
2465,Salmonella,404395004,Bacteria,Salmonella,
2465,Salmonella,404414003,Bacteria,Salmonella,
2465,Salmonella,404431005,Bacteria,Salmonella,
2465,Salmonella,404453007,Bacteria,Salmonella,
2465,Salmonella,404468008,Bacteria,Salmonella,
2465,Salmonella,404483003,Bacteria,Salmonella,
2465,Salmonella,404491007,Bacteria,Salmonella,
2465,Salmonella,404560003,Bacteria,Salmonella,
2465,Salmonella,404589001,Bacteria,Salmonella,
2465,Salmonella,398337001,Bacteria,Salmonella,
2465,Salmonella,398476001,Bacteria,Salmonella,
2465,Salmonella,398430000,Bacteria,Salmonella,
2465,Salmonella,398362001,Bacteria,Salmonella,
2465,Salmonella,398427007,Bacteria,Salmonella,
2465,Salmonella,398490003,Bacteria,Salmonella,
2465,Salmonella,398480006,Bacteria,Salmonella,
2465,Salmonella,398542008,Bacteria,Salmonella,
2465,Salmonella,398584000,Bacteria,Salmonella,
2465,Salmonella,398334008,Bacteria,Salmonella,
2465,Salmonella,398533001,Bacteria,Salmonella,
2465,Salmonella,112306003,Bacteria,Salmonella,
2465,Salmonella,114350001,Bacteria,Salmonella,
2465,Salmonella,398578003,Bacteria,Salmonella,
2465,Salmonella,114368003,Bacteria,Salmonella,
2465,Salmonella,65252002,Bacteria,Salmonella,
2465,Salmonella,114373009,Bacteria,Salmonella,
2465,Salmonella,114344006,Bacteria,Salmonella,
2465,Salmonella,114345007,Bacteria,Salmonella,
2465,Salmonella,114346008,Bacteria,Salmonella,
2465,Salmonella,114347004,Bacteria,Salmonella,
2465,Salmonella,114374003,Bacteria,Salmonella,
2465,Salmonella,48642004,Bacteria,Salmonella,
2465,Salmonella,114351002,Bacteria,Salmonella,
2465,Salmonella,42992009,Bacteria,Salmonella,
2465,Salmonella,302703000,Bacteria,Salmonella,
2465,Salmonella,114352009,Bacteria,Salmonella,
2465,Salmonella,114361009,Bacteria,Salmonella,
2465,Salmonella,114354005,Bacteria,Salmonella,
2465,Salmonella,114355006,Bacteria,Salmonella,
2465,Salmonella,114357003,Bacteria,Salmonella,
2465,Salmonella,114363007,Bacteria,Salmonella,
2465,Salmonella,114364001,Bacteria,Salmonella,
2465,Salmonella,66749004,Bacteria,Salmonella,
2465,Salmonella,114372004,Bacteria,Salmonella,
2465,Salmonella,398391003,Bacteria,Salmonella,
2465,Salmonella,114472000,Bacteria,Salmonella,
2465,Salmonella,114464002,Bacteria,Salmonella,
2465,Salmonella,398438007,Bacteria,Salmonella,
2465,Salmonella,114471007,Bacteria,Salmonella,
2465,Salmonella,114473005,Bacteria,Salmonella,
2465,Salmonella,114474004,Bacteria,Salmonella,
2465,Salmonella,114481006,Bacteria,Salmonella,
2465,Salmonella,114485002,Bacteria,Salmonella,
2465,Salmonella,114488000,Bacteria,Salmonella,
2465,Salmonella,114492007,Bacteria,Salmonella,
2465,Salmonella,114491000,Bacteria,Salmonella,
2465,Salmonella,13552001,Bacteria,Salmonella,
2465,Salmonella,11827001,Bacteria,Salmonella,
2465,Salmonella,114736008,Bacteria,Salmonella,
2465,Salmonella,61375004,Bacteria,Salmonella,
2465,Salmonella,114739001,Bacteria,Salmonella,
2465,Salmonella,114740004,Bacteria,Salmonella,
2465,Salmonella,114741000,Bacteria,Salmonella,
2465,Salmonella,114745009,Bacteria,Salmonella,
2465,Salmonella,78853000,Bacteria,Salmonella,
2465,Salmonella,83479005,Bacteria,Salmonella,
2465,Salmonella,114742007,Bacteria,Salmonella,
2465,Salmonella,47008007,Bacteria,Salmonella,
2465,Salmonella,114748006,Bacteria,Salmonella,
2465,Salmonella,114753001,Bacteria,Salmonella,
2465,Salmonella,114754007,Bacteria,Salmonella,
2465,Salmonella,31832006,Bacteria,Salmonella,
2465,Salmonella,114755008,Bacteria,Salmonella,
2465,Salmonella,114756009,Bacteria,Salmonella,
2465,Salmonella,24239004,Bacteria,Salmonella,
2465,Salmonella,114760007,Bacteria,Salmonella,
2465,Salmonella,114763009,Bacteria,Salmonella,
2465,Salmonella,114764003,Bacteria,Salmonella,
2465,Salmonella,114767005,Bacteria,Salmonella,
2465,Salmonella,15839003,Bacteria,Salmonella,
2465,Salmonella,114801001,Bacteria,Salmonella,
2465,Salmonella,86097004,Bacteria,Salmonella,
2465,Salmonella,3210007,Bacteria,Salmonella,
2465,Salmonella,114842003,Bacteria,Salmonella,
2465,Salmonella,37339002,Bacteria,Salmonella,
2465,Salmonella,114981004,Bacteria,Salmonella,
2465,Salmonella,46818008,Bacteria,Salmonella,
2465,Salmonella,114379008,Bacteria,Salmonella,
2465,Salmonella,114388004,Bacteria,Salmonella,
2465,Salmonella,114390003,Bacteria,Salmonella,
2465,Salmonella,40280008,Bacteria,Salmonella,
2465,Salmonella,38211003,Bacteria,Salmonella,
2465,Salmonella,59727006,Bacteria,Salmonella,
2465,Salmonella,61227007,Bacteria,Salmonella,
2465,Salmonella,8077009,Bacteria,Salmonella,
2465,Salmonella,14642002,Bacteria,Salmonella,
2465,Salmonella,114612004,Bacteria,Salmonella,
2465,Salmonella,114613009,Bacteria,Salmonella,
2465,Salmonella,398465000,Bacteria,Salmonella,
2465,Salmonella,398414008,Bacteria,Salmonella,
2465,Salmonella,114565004,Bacteria,Salmonella,
2465,Salmonella,114566003,Bacteria,Salmonella,
2465,Salmonella,114568002,Bacteria,Salmonella,
2465,Salmonella,114567007,Bacteria,Salmonella,
2465,Salmonella,302660006,Bacteria,Salmonella,
2465,Salmonella,114575001,Bacteria,Salmonella,
2465,Salmonella,114577009,Bacteria,Salmonella,
2465,Salmonella,114595007,Bacteria,Salmonella,
2465,Salmonella,114578004,Bacteria,Salmonella,
2465,Salmonella,114579007,Bacteria,Salmonella,
2465,Salmonella,114583007,Bacteria,Salmonella,
2465,Salmonella,114584001,Bacteria,Salmonella,
2465,Salmonella,114585000,Bacteria,Salmonella,
2465,Salmonella,57636007,Bacteria,Salmonella,
2465,Salmonella,114593000,Bacteria,Salmonella,
2465,Salmonella,302665001,Bacteria,Salmonella,
2465,Salmonella,114738009,Bacteria,Salmonella,
2465,Salmonella,19857008,Bacteria,Salmonella,
2465,Salmonella,114314008,Bacteria,Salmonella,
2465,Salmonella,114316005,Bacteria,Salmonella,
2465,Salmonella,114320009,Bacteria,Salmonella,
2465,Salmonella,114325004,Bacteria,Salmonella,
2465,Salmonella,114335005,Bacteria,Salmonella,
2465,Salmonella,114328002,Bacteria,Salmonella,
2465,Salmonella,114339004,Bacteria,Salmonella,
2465,Salmonella,114340002,Bacteria,Salmonella,
2465,Salmonella,36819002,Bacteria,Salmonella,
2465,Salmonella,68541006,Bacteria,Salmonella,
2465,Salmonella,114356007,Bacteria,Salmonella,
2465,Salmonella,114365000,Bacteria,Salmonella,
2465,Salmonella,114369006,Bacteria,Salmonella,
2465,Salmonella,114370007,Bacteria,Salmonella,
2465,Salmonella,114371006,Bacteria,Salmonella,
2465,Salmonella,38171004,Bacteria,Salmonella,
2465,Salmonella,36702005,Bacteria,Salmonella,
2465,Salmonella,53501002,Bacteria,Salmonella,
2465,Salmonella,114360005,Bacteria,Salmonella,
2465,Salmonella,72414009,Bacteria,Salmonella,
2465,Salmonella,72539003,Bacteria,Salmonella,
2465,Salmonella,404249008,Bacteria,Salmonella,
2465,Salmonella,16049005,Bacteria,Salmonella,
2465,Salmonella,19890008,Bacteria,Salmonella,
2465,Salmonella,35053007,Bacteria,Salmonella,
2465,Salmonella,114396009,Bacteria,Salmonella,
2465,Salmonella,114397000,Bacteria,Salmonella,
2465,Salmonella,114398005,Bacteria,Salmonella,
2465,Salmonella,404262007,Bacteria,Salmonella,
2465,Salmonella,114423007,Bacteria,Salmonella,
2465,Salmonella,114405004,Bacteria,Salmonella,
2465,Salmonella,114401008,Bacteria,Salmonella,
2465,Salmonella,34328008,Bacteria,Salmonella,
2465,Salmonella,114409005,Bacteria,Salmonella,
2465,Salmonella,84205008,Bacteria,Salmonella,
2465,Salmonella,114415005,Bacteria,Salmonella,
2465,Salmonella,114416006,Bacteria,Salmonella,
2465,Salmonella,114418007,Bacteria,Salmonella,
2465,Salmonella,114420005,Bacteria,Salmonella,
2465,Salmonella,114410000,Bacteria,Salmonella,
2465,Salmonella,114412008,Bacteria,Salmonella,
2465,Salmonella,114422002,Bacteria,Salmonella,
2465,Salmonella,114424001,Bacteria,Salmonella,
2465,Salmonella,77117002,Bacteria,Salmonella,
2465,Salmonella,114426004,Bacteria,Salmonella,
2465,Salmonella,112312008,Bacteria,Salmonella,
2465,Salmonella,114640009,Bacteria,Salmonella,
2465,Salmonella,114430001,Bacteria,Salmonella,
2465,Salmonella,114429006,Bacteria,Salmonella,
2465,Salmonella,114431002,Bacteria,Salmonella,
2465,Salmonella,114433004,Bacteria,Salmonella,
2465,Salmonella,47887000,Bacteria,Salmonella,
2465,Salmonella,114436007,Bacteria,Salmonella,
2465,Salmonella,69247002,Bacteria,Salmonella,
2465,Salmonella,114440003,Bacteria,Salmonella,
2465,Salmonella,114441004,Bacteria,Salmonella,
2465,Salmonella,114636000,Bacteria,Salmonella,
2465,Salmonella,75293006,Bacteria,Salmonella,
2465,Salmonella,48936001,Bacteria,Salmonella,
2465,Salmonella,114646003,Bacteria,Salmonella,
2465,Salmonella,114647007,Bacteria,Salmonella,
2465,Salmonella,404301000,Bacteria,Salmonella,
2465,Salmonella,404302007,Bacteria,Salmonella,
2465,Salmonella,302722009,Bacteria,Salmonella,
2465,Salmonella,404332004,Bacteria,Salmonella,
2465,Salmonella,114652002,Bacteria,Salmonella,
2465,Salmonella,114654001,Bacteria,Salmonella,
2465,Salmonella,27522009,Bacteria,Salmonella,
2465,Salmonella,114662009,Bacteria,Salmonella,
2465,Salmonella,404318001,Bacteria,Salmonella,
2465,Salmonella,114666007,Bacteria,Salmonella,
2465,Salmonella,114669000,Bacteria,Salmonella,
2465,Salmonella,114671000,Bacteria,Salmonella,
2465,Salmonella,66570007,Bacteria,Salmonella,
2465,Salmonella,114673002,Bacteria,Salmonella,
2465,Salmonella,19912000,Bacteria,Salmonella,
2465,Salmonella,114674008,Bacteria,Salmonella,
2465,Salmonella,32692009,Bacteria,Salmonella,
2465,Salmonella,114679003,Bacteria,Salmonella,
2465,Salmonella,7303003,Bacteria,Salmonella,
2465,Salmonella,404337005,Bacteria,Salmonella,
2465,Salmonella,114682008,Bacteria,Salmonella,
2465,Salmonella,114684009,Bacteria,Salmonella,
2465,Salmonella,114688007,Bacteria,Salmonella,
2465,Salmonella,114689004,Bacteria,Salmonella,
2465,Salmonella,114619008,Bacteria,Salmonella,
2465,Salmonella,116056003,Bacteria,Salmonella,
2465,Salmonella,114615002,Bacteria,Salmonella,
2465,Salmonella,114616001,Bacteria,Salmonella,
2465,Salmonella,26225002,Bacteria,Salmonella,
2465,Salmonella,76425002,Bacteria,Salmonella,
2465,Salmonella,398422001,Bacteria,Salmonella,
2465,Salmonella,65987009,Bacteria,Salmonella,
2465,Salmonella,398441003,Bacteria,Salmonella,
2465,Salmonella,114620002,Bacteria,Salmonella,
2465,Salmonella,60512001,Bacteria,Salmonella,
2465,Salmonella,114626008,Bacteria,Salmonella,
2465,Salmonella,68891004,Bacteria,Salmonella,
2465,Salmonella,114627004,Bacteria,Salmonella,
2465,Salmonella,60425007,Bacteria,Salmonella,
2465,Salmonella,114621003,Bacteria,Salmonella,
2465,Salmonella,114622005,Bacteria,Salmonella,
2465,Salmonella,114628009,Bacteria,Salmonella,
2465,Salmonella,114630006,Bacteria,Salmonella,
2465,Salmonella,114631005,Bacteria,Salmonella,
2465,Salmonella,398386004,Bacteria,Salmonella,
2465,Salmonella,114635001,Bacteria,Salmonella,
2465,Salmonella,114266002,Bacteria,Salmonella,
2465,Salmonella,398403005,Bacteria,Salmonella,
2465,Salmonella,48365003,Bacteria,Salmonella,
2465,Salmonella,114692000,Bacteria,Salmonella,
2465,Salmonella,60711005,Bacteria,Salmonella,
2465,Salmonella,22831005,Bacteria,Salmonella,
2465,Salmonella,114694004,Bacteria,Salmonella,
2465,Salmonella,114698001,Bacteria,Salmonella,
2465,Salmonella,114695003,Bacteria,Salmonella,
2465,Salmonella,114702002,Bacteria,Salmonella,
2465,Salmonella,36324007,Bacteria,Salmonella,
2465,Salmonella,29948004,Bacteria,Salmonella,
2465,Salmonella,114704001,Bacteria,Salmonella,
2465,Salmonella,47991006,Bacteria,Salmonella,
2465,Salmonella,114705000,Bacteria,Salmonella,
2465,Salmonella,88079003,Bacteria,Salmonella,
2465,Salmonella,78287002,Bacteria,Salmonella,
2465,Salmonella,114706004,Bacteria,Salmonella,
2465,Salmonella,114712009,Bacteria,Salmonella,
2465,Salmonella,81528009,Bacteria,Salmonella,
2465,Salmonella,114714005,Bacteria,Salmonella,
2465,Salmonella,114715006,Bacteria,Salmonella,
2465,Salmonella,114734006,Bacteria,Salmonella,
2465,Salmonella,114727009,Bacteria,Salmonella,
2465,Salmonella,38604007,Bacteria,Salmonella,
2465,Salmonella,67936007,Bacteria,Salmonella,
2465,Salmonella,114726000,Bacteria,Salmonella,
2465,Salmonella,114730002,Bacteria,Salmonella,
2465,Salmonella,114731003,Bacteria,Salmonella,
2465,Salmonella,114732005,Bacteria,Salmonella,
2465,Salmonella,114489008,Bacteria,Salmonella,
2465,Salmonella,302624001,Bacteria,Salmonella,
2465,Salmonella,114465001,Bacteria,Salmonella,
2465,Salmonella,114468004,Bacteria,Salmonella,
2465,Salmonella,114470008,Bacteria,Salmonella,
2465,Salmonella,114475003,Bacteria,Salmonella,
2465,Salmonella,114476002,Bacteria,Salmonella,
2465,Salmonella,114482004,Bacteria,Salmonella,
2465,Salmonella,114487005,Bacteria,Salmonella,
2465,Salmonella,114735007,Bacteria,Salmonella,
2465,Salmonella,23057001,Bacteria,Salmonella,
2465,Salmonella,114737004,Bacteria,Salmonella,
2465,Salmonella,114743002,Bacteria,Salmonella,
2465,Salmonella,114749003,Bacteria,Salmonella,
2465,Salmonella,114751004,Bacteria,Salmonella,
2465,Salmonella,50831002,Bacteria,Salmonella,
2465,Salmonella,19687000,Bacteria,Salmonella,
2465,Salmonella,114757000,Bacteria,Salmonella,
2465,Salmonella,114766001,Bacteria,Salmonella,
2465,Salmonella,114759002,Bacteria,Salmonella,
2465,Salmonella,31454000,Bacteria,Salmonella,
2465,Salmonella,81567003,Bacteria,Salmonella,
2465,Salmonella,22254006,Bacteria,Salmonella,
2465,Salmonella,114774000,Bacteria,Salmonella,
2465,Salmonella,114789009,Bacteria,Salmonella,
2465,Salmonella,114775004,Bacteria,Salmonella,
2465,Salmonella,114779005,Bacteria,Salmonella,
2465,Salmonella,114780008,Bacteria,Salmonella,
2465,Salmonella,15168000,Bacteria,Salmonella,
2465,Salmonella,114781007,Bacteria,Salmonella,
2465,Salmonella,114783005,Bacteria,Salmonella,
2465,Salmonella,114784004,Bacteria,Salmonella,
2465,Salmonella,114785003,Bacteria,Salmonella,
2465,Salmonella,404420002,Bacteria,Salmonella,
2465,Salmonella,114790000,Bacteria,Salmonella,
2465,Salmonella,114792008,Bacteria,Salmonella,
2465,Salmonella,114793003,Bacteria,Salmonella,
2465,Salmonella,114794009,Bacteria,Salmonella,
2465,Salmonella,114795005,Bacteria,Salmonella,
2465,Salmonella,114796006,Bacteria,Salmonella,
2465,Salmonella,114800000,Bacteria,Salmonella,
2465,Salmonella,65650004,Bacteria,Salmonella,
2465,Salmonella,114802008,Bacteria,Salmonella,
2465,Salmonella,114804009,Bacteria,Salmonella,
2465,Salmonella,114805005,Bacteria,Salmonella,
2465,Salmonella,114807002,Bacteria,Salmonella,
2465,Salmonella,114810009,Bacteria,Salmonella,
2465,Salmonella,9541000,Bacteria,Salmonella,
2465,Salmonella,16762003,Bacteria,Salmonella,
2465,Salmonella,16363006,Bacteria,Salmonella,
2465,Salmonella,114814000,Bacteria,Salmonella,
2465,Salmonella,26207009,Bacteria,Salmonella,
2465,Salmonella,114816003,Bacteria,Salmonella,
2465,Salmonella,52004009,Bacteria,Salmonella,
2465,Salmonella,46474006,Bacteria,Salmonella,
2465,Salmonella,46438002,Bacteria,Salmonella,
2465,Salmonella,65834005,Bacteria,Salmonella,
2465,Salmonella,14882006,Bacteria,Salmonella,
2465,Salmonella,114818002,Bacteria,Salmonella,
2465,Salmonella,114819005,Bacteria,Salmonella,
2465,Salmonella,58134009,Bacteria,Salmonella,
2465,Salmonella,114823002,Bacteria,Salmonella,
2465,Salmonella,27067005,Bacteria,Salmonella,
2465,Salmonella,45054004,Bacteria,Salmonella,
2465,Salmonella,114825009,Bacteria,Salmonella,
2465,Salmonella,114830008,Bacteria,Salmonella,
2465,Salmonella,88461009,Bacteria,Salmonella,
2465,Salmonella,114845001,Bacteria,Salmonella,
2465,Salmonella,404477001,Bacteria,Salmonella,
2465,Salmonella,114847009,Bacteria,Salmonella,
2465,Salmonella,114849007,Bacteria,Salmonella,
2465,Salmonella,114850007,Bacteria,Salmonella,
2465,Salmonella,114851006,Bacteria,Salmonella,
2465,Salmonella,82586009,Bacteria,Salmonella,
2465,Salmonella,114855002,Bacteria,Salmonella,
2465,Salmonella,114857005,Bacteria,Salmonella,
2465,Salmonella,85385004,Bacteria,Salmonella,
2465,Salmonella,302746002,Bacteria,Salmonella,
2465,Salmonella,57247005,Bacteria,Salmonella,
2465,Salmonella,114862006,Bacteria,Salmonella,
2465,Salmonella,30569006,Bacteria,Salmonella,
2465,Salmonella,114864007,Bacteria,Salmonella,
2465,Salmonella,114865008,Bacteria,Salmonella,
2465,Salmonella,114866009,Bacteria,Salmonella,
2465,Salmonella,114867000,Bacteria,Salmonella,
2465,Salmonella,114868005,Bacteria,Salmonella,
2465,Salmonella,55928004,Bacteria,Salmonella,
